,sex,address,Medu,Fedu,Mjob,Fjob,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,freetime,goout,health,absences,G1,G2,G3
288,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,3,4,5,2,12,12,13
289,0,0,4,2,2,3,1,4,0,0,0,0,0,0,0,0,2,3,4,2,14,15,17
290,0,0,2,2,3,3,1,2,0,0,0,0,0,0,0,0,3,3,5,0,10,10,11
291,0,0,2,1,3,1,3,2,1,0,0,0,0,0,0,0,4,5,5,4,11,10,11
292,0,0,4,2,1,1,1,3,0,0,0,0,0,0,0,0,3,4,5,2,11,12,14
293,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,4,3,3,4,11,12,14
294,0,0,2,2,1,1,1,2,0,0,0,0,0,0,0,0,2,3,5,4,11,11,13
295,0,0,4,3,3,0,1,2,0,0,0,0,0,0,0,0,3,1,1,4,11,13,14
296,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,2,4,4,2,16,16,16
297,0,0,2,2,1,3,2,1,0,0,0,0,0,0,0,0,2,2,4,0,9,10,10
298,0,0,2,2,3,3,1,4,0,0,0,0,0,0,0,0,4,1,2,2,10,11,12
299,0,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,2,3,2,8,10,12,12
300,0,0,4,3,3,1,1,2,0,0,0,0,0,0,0,0,1,2,2,2,15,15,15
301,0,0,4,3,2,1,1,2,0,0,0,0,0,0,0,0,3,2,3,2,10,10,11
302,0,0,3,2,1,1,1,3,0,0,0,0,0,0,0,0,3,2,3,2,10,11,12
303,0,0,3,3,1,1,1,3,0,0,0,0,0,0,0,0,2,3,4,2,15,12,13
304,0,0,2,2,0,3,1,3,0,0,0,0,0,0,0,0,3,3,3,0,11,12,13
305,0,0,2,2,1,1,2,1,0,0,0,0,0,0,0,0,4,4,4,8,8,8,9
306,0,0,3,4,1,1,2,2,0,0,0,0,0,0,0,0,2,5,1,6,15,16,16
307,0,0,3,1,3,1,1,2,0,0,0,0,0,0,0,0,4,4,5,0,11,11,14
308,0,0,4,4,2,1,2,2,0,0,0,0,0,0,0,0,3,4,4,8,10,11,12
309,0,0,4,2,4,1,1,2,0,0,0,0,0,0,0,0,4,5,5,4,10,12,14
310,0,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,3,5,3,12,8,9,10
311,0,0,3,3,1,3,1,2,0,0,0,0,0,0,0,0,3,5,5,16,11,12,12
312,0,0,2,3,1,3,1,4,0,0,0,0,0,0,0,0,5,5,2,10,16,16,16
313,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,4,3,3,2,13,13,13
314,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,5,2,1,2,16,17,18
315,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,2,5,1,8,14,14,15
316,0,0,2,4,0,4,2,2,0,0,0,0,0,0,0,0,3,3,1,6,15,16,16
317,0,0,2,2,3,1,2,2,0,0,0,0,0,0,0,0,4,4,5,6,12,12,12
318,0,0,3,2,1,3,2,2,0,0,0,0,0,0,0,0,1,1,5,15,12,9,10
319,0,0,4,4,2,3,2,1,0,0,0,0,0,0,0,0,2,4,3,6,11,12,12
320,0,0,4,4,4,4,1,2,1,0,0,0,0,0,0,0,4,4,4,2,14,12,13
321,0,0,2,2,1,3,3,3,0,0,0,0,0,0,0,0,2,3,1,8,13,15,15
322,0,0,3,2,3,3,1,2,1,0,0,0,0,0,0,0,3,3,3,0,9,8,10
323,0,0,4,3,2,3,2,1,0,0,0,0,0,0,0,0,2,3,1,0,10,10,10
324,0,0,1,2,0,1,2,1,0,0,0,0,0,0,0,0,4,4,4,10,10,10,11
325,0,0,4,1,3,1,2,1,0,0,0,0,0,0,0,0,5,4,5,22,11,11,10
326,0,0,3,2,2,3,1,1,0,0,0,0,0,0,0,0,4,4,3,18,13,13,13
327,0,0,1,1,0,1,2,4,0,0,0,0,0,0,0,0,2,2,3,2,17,17,18
328,0,0,1,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,4,0,12,13,13
329,0,0,2,2,1,1,1,2,0,0,0,0,0,0,0,0,4,5,5,12,12,12,14
330,0,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,3,1,5,10,12,13,14
331,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,3,3,4,0,12,12,12
332,0,0,2,2,0,0,1,3,0,0,0,0,0,0,0,0,3,3,2,0,18,18,18
333,0,0,1,1,3,2,1,3,0,0,0,0,0,0,0,0,3,3,3,0,13,13,14
334,0,0,2,1,3,3,1,3,0,0,0,0,0,0,0,0,2,4,2,0,14,15,15
335,0,0,4,4,2,2,1,2,0,0,0,0,0,0,0,0,4,3,2,0,17,17,17
336,0,0,4,2,2,1,1,2,0,0,0,0,0,0,0,0,3,2,5,2,15,16,16
337,0,0,4,3,4,3,1,3,0,0,0,0,0,0,0,0,2,2,3,0,17,18,18
338,0,0,3,1,3,1,2,4,0,0,0,0,0,0,0,0,1,2,3,0,18,19,19
339,0,0,3,2,3,1,2,3,0,0,0,0,0,0,0,0,4,2,4,0,14,15,15
340,0,0,3,3,4,1,1,1,0,0,0,0,0,0,0,0,4,3,5,0,14,15,15
341,0,0,4,4,4,1,2,2,0,0,0,0,0,0,0,0,3,4,2,2,14,13,13
342,0,0,4,3,1,1,2,2,0,0,0,0,0,0,0,0,4,5,2,0,13,14,14
343,0,0,4,3,1,1,1,4,0,0,0,0,0,0,0,0,3,3,3,0,16,17,17
344,0,0,4,4,2,2,1,1,0,0,0,0,0,0,0,0,4,2,1,0,18,18,17
345,0,0,4,4,4,1,1,2,0,0,0,0,0,0,0,0,2,4,4,0,14,15,15
346,0,0,4,4,1,2,2,1,0,0,0,0,0,0,0,0,1,1,5,0,12,13,13
347,0,0,4,4,3,3,2,3,0,0,0,0,0,0,0,0,3,4,5,0,7,7,8
348,0,0,4,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,3,0,16,16,16
349,0,0,3,2,4,4,1,4,0,0,0,0,0,0,0,0,2,2,5,0,18,18,18
350,0,0,2,1,0,3,2,3,1,0,0,0,0,0,0,0,3,1,5,0,9,10,11
351,0,0,3,2,3,1,1,1,2,0,0,0,0,0,0,0,5,3,5,0,14,15,15
352,0,0,3,3,1,3,1,2,0,0,0,0,0,0,0,0,5,3,5,0,10,10,11
353,0,0,1,4,1,2,1,2,0,0,0,0,0,0,0,0,4,4,5,2,10,10,11
354,0,0,2,1,3,1,2,2,0,0,0,0,0,0,0,0,3,3,1,2,12,12,15
355,0,0,2,3,1,1,2,2,0,0,0,0,0,0,0,0,2,1,3,2,11,12,14
356,0,0,4,4,2,2,1,1,0,0,0,0,0,0,0,0,4,4,5,2,15,16,17
357,0,0,4,3,1,1,1,3,0,0,0,0,0,0,0,0,3,4,5,2,14,15,17
358,0,0,4,3,4,3,2,1,0,0,0,0,0,0,0,0,2,4,1,8,12,12,15
359,0,0,3,4,0,3,1,3,0,0,0,0,0,0,0,0,3,4,5,2,15,15,17
360,0,0,3,3,0,1,1,2,0,0,0,0,0,0,0,0,1,4,3,8,11,12,14
361,0,0,4,2,4,1,2,2,0,0,0,0,0,0,0,0,4,4,1,9,11,10,10
362,0,0,4,4,2,1,1,2,0,0,0,0,0,0,0,0,4,4,5,0,12,11,13
363,0,0,3,4,1,1,1,1,0,0,0,0,0,0,0,0,4,4,1,4,11,12,14
364,0,0,4,4,4,4,1,1,0,0,0,0,0,0,0,0,3,4,5,2,14,15,17
365,0,0,4,3,3,3,1,2,0,0,0,0,0,0,0,0,2,2,5,14,15,14,17
366,0,0,3,3,3,1,1,2,0,0,0,0,0,0,0,0,3,3,5,0,12,12,13
367,0,0,2,1,1,1,1,2,0,0,0,0,0,0,0,0,2,3,2,2,11,12,14
368,0,0,4,4,1,1,1,1,0,0,0,0,0,0,0,0,2,5,5,2,8,9,11
369,0,0,1,1,1,1,3,3,0,0,0,0,0,0,0,0,5,5,5,12,10,10,11
370,0,0,1,1,1,1,3,2,2,0,0,0,0,0,0,0,3,4,4,2,8,8,9
371,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,5,5,2,10,10,10
372,0,0,2,2,1,1,1,2,0,0,0,0,0,0,0,0,2,2,3,4,14,13,13
373,0,0,2,2,3,3,1,3,0,0,0,0,0,0,0,0,3,2,3,0,11,11,10
374,0,0,3,1,3,3,1,3,0,0,0,0,0,0,0,0,4,3,5,0,17,18,17
375,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,3,3,2,0,14,14,15
376,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,5,5,2,0,14,14,14
377,0,0,4,4,1,1,1,3,0,0,0,0,0,0,0,0,3,3,3,0,13,14,13
378,0,0,3,3,1,3,1,1,0,0,0,0,0,0,0,0,3,5,5,0,17,18,17
379,0,0,2,2,3,1,4,1,0,0,0,0,0,0,0,0,4,5,4,2,11,10,10
380,0,0,4,4,2,3,1,3,0,0,0,0,0,0,0,0,4,4,4,0,13,12,13
381,0,0,4,4,2,2,2,3,0,0,0,0,0,0,0,0,3,3,4,4,15,14,15
382,0,0,3,3,0,1,1,1,0,0,0,0,0,0,0,0,2,5,5,2,11,12,11
383,0,0,2,2,1,1,1,4,0,0,0,0,0,0,0,0,5,5,5,0,11,11,12
384,0,0,3,2,0,3,1,1,0,0,0,0,0,0,0,0,3,4,5,0,11,10,10
385,0,0,2,2,0,1,4,2,0,0,0,0,0,0,0,0,2,5,2,2,10,9,10
386,0,0,2,4,0,1,1,3,0,0,0,0,0,0,0,0,4,3,5,0,15,15,15
387,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,4,2,5,6,15,14,15
388,0,0,3,3,3,3,1,2,0,0,0,0,0,0,0,0,3,4,4,8,10,11,12
389,0,0,2,2,1,1,1,2,0,0,0,0,0,0,0,0,3,3,2,0,10,9,12
390,0,0,2,2,0,1,2,4,0,0,0,0,0,0,0,0,4,4,4,6,14,13,14
391,0,0,3,4,3,1,1,3,0,0,0,0,0,0,0,0,4,5,5,8,11,13,14
392,0,0,3,2,1,1,1,2,0,0,0,0,0,0,0,0,3,2,2,0,12,13,15
393,0,0,3,3,3,3,1,4,0,0,0,0,0,0,0,0,3,3,1,4,14,14,15
394,0,0,3,2,1,1,1,2,0,0,0,0,0,0,0,0,3,3,2,0,14,14,16
395,0,0,4,4,2,3,1,2,0,0,0,0,0,0,0,0,3,3,2,0,12,12,13
396,0,0,3,4,3,1,1,2,0,0,0,0,0,0,0,0,3,3,5,6,16,16,17
397,0,0,2,2,0,0,1,2,0,0,0,0,0,0,0,0,3,1,4,18,10,12,14
398,0,0,2,3,0,1,1,3,0,0,0,0,0,0,0,0,3,3,3,0,11,12,14
399,0,0,3,2,1,3,1,3,0,0,0,0,0,0,0,0,4,3,1,4,14,16,17
400,0,0,4,3,2,3,1,3,0,0,0,0,0,0,0,0,3,2,4,4,15,14,17
401,0,0,4,3,2,1,1,3,0,0,0,0,0,0,0,0,4,5,5,0,14,13,14
402,0,0,4,3,4,1,1,3,0,0,0,0,0,0,0,0,4,3,4,0,11,12,13
403,0,0,2,1,3,1,2,2,0,0,0,0,0,0,0,0,3,4,1,10,12,15,15
404,0,0,2,1,3,1,1,2,0,0,0,0,0,0,0,0,3,5,4,4,12,16,16
405,0,0,2,3,0,1,2,1,1,0,0,0,0,0,0,0,2,3,5,16,10,11,11
406,0,0,3,1,1,0,1,1,1,0,0,0,0,0,0,0,1,2,3,6,10,13,13
407,0,0,4,4,1,1,1,3,2,0,0,0,0,0,0,0,3,2,5,0,9,12,12
408,0,0,2,2,3,3,1,2,0,0,0,0,0,0,0,0,4,4,3,11,9,11,12
409,0,0,3,4,1,1,1,2,0,0,0,0,0,0,0,0,3,5,2,9,13,14,15
410,0,0,2,2,3,3,1,2,0,0,0,0,0,0,0,0,3,4,4,0,13,17,17
411,0,0,4,4,4,1,1,3,0,0,0,0,0,0,0,0,4,2,4,2,12,15,15
412,0,0,4,2,2,1,1,2,0,0,0,0,0,0,0,0,2,2,3,0,14,17,17
413,0,0,1,1,0,1,2,2,2,0,0,0,0,0,0,0,3,3,4,21,9,10,10
414,0,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,2,2,3,8,11,15,15
415,0,0,4,4,2,1,1,1,1,0,0,0,0,0,0,0,2,5,5,5,9,10,11
416,0,0,3,2,1,1,1,2,0,0,0,0,0,0,0,0,4,4,5,10,16,18,18
417,0,0,3,2,0,1,1,3,0,0,0,0,0,0,0,0,3,4,2,5,14,17,17
418,0,0,2,3,1,3,1,1,0,0,0,0,0,0,0,0,1,3,4,13,13,14,14
419,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,3,4,4,10,7,11,11
420,0,0,2,2,3,1,2,2,0,0,0,0,0,0,0,0,1,4,4,10,14,17,17
421,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,3,1,5,5,8,10,10
422,0,0,3,2,3,1,1,2,0,0,0,0,0,0,0,0,1,2,1,4,10,13,13
423,0,0,1,3,0,1,2,1,0,0,0,0,0,0,0,0,3,3,5,11,10,11,11
424,0,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,4,4,5,0,12,12,12
425,0,0,1,1,0,3,1,1,1,0,0,0,0,0,0,0,1,3,2,6,10,10,10
426,0,0,3,3,0,1,2,1,0,0,0,0,0,0,0,0,4,4,5,4,10,10,11
427,0,0,2,3,0,3,2,2,0,0,0,0,0,0,0,0,5,2,5,0,16,17,17
428,0,0,2,1,0,1,2,1,0,0,0,0,0,0,0,0,3,4,1,0,6,8,9
429,0,0,4,4,0,1,1,2,0,0,0,0,0,0,0,0,3,2,2,5,10,11,11
430,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,4,3,5,0,10,11,11
431,0,0,3,2,0,1,1,2,1,0,0,0,0,0,0,0,5,4,5,0,10,10,10
432,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,4,5,0,6,6,7
433,0,0,4,4,2,1,2,1,0,0,0,0,0,0,0,0,5,1,5,0,13,14,14
434,0,0,2,2,0,1,2,4,0,0,0,0,0,0,0,0,2,1,1,4,10,9,11
435,0,0,1,1,0,3,2,2,0,0,0,0,0,0,0,0,4,3,4,0,10,10,10
436,0,0,1,1,1,3,2,1,1,0,0,0,0,0,0,0,4,3,2,4,6,7,8
437,0,0,0,2,1,1,2,1,0,0,0,0,0,0,0,0,2,3,2,0,12,11,12
438,0,0,2,3,1,1,2,1,0,0,0,0,0,0,0,0,5,5,3,2,10,11,12
439,0,0,3,3,1,3,2,1,0,0,0,0,0,0,0,0,1,3,4,0,14,16,16
440,0,0,1,1,0,3,2,2,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0
441,0,0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,4,3,5,4,8,9,9
442,0,0,4,1,4,3,1,2,0,0,0,0,0,0,0,0,3,4,2,0,12,13,14
443,0,0,4,1,4,3,1,2,0,0,0,0,0,0,0,0,3,4,2,7,7,9,8
444,0,0,3,4,1,4,3,2,0,0,0,0,0,0,0,0,4,5,5,4,9,10,11
445,0,0,1,1,1,1,4,2,0,0,0,0,0,0,0,0,4,5,4,8,7,9,9
446,0,0,3,3,0,0,1,2,0,0,0,0,0,0,0,0,3,3,5,0,11,11,11
447,0,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,5,5,3,8,8,10,9
448,0,0,4,4,2,2,2,3,0,0,0,0,0,0,0,0,2,2,4,6,16,16,17
449,0,0,1,2,1,3,2,1,0,0,0,0,0,0,0,0,1,2,1,3,11,13,13
450,0,0,2,3,1,3,3,2,0,0,0,0,0,0,0,0,5,4,1,2,15,15,15
451,0,0,1,2,1,1,2,2,0,0,0,0,0,0,0,0,3,3,5,0,10,11,11
452,0,0,2,2,1,1,3,2,0,0,0,0,0,0,0,0,4,5,4,4,9,10,11
453,0,0,1,2,1,3,1,3,1,0,0,0,0,0,0,0,3,2,4,0,10,8,8
454,0,0,1,2,1,3,1,3,1,0,0,0,0,0,0,0,3,2,4,3,9,8,8
455,0,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,4,2,2,0,9,10,9
456,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,4,3,2,0,13,14,15
457,0,0,1,2,0,3,1,1,0,0,0,0,0,0,0,0,5,5,3,4,10,11,11
458,0,0,1,1,1,1,4,4,0,0,0,0,0,0,0,0,3,2,1,0,13,10,13
459,0,0,1,1,0,1,4,3,0,0,0,0,0,0,0,0,4,3,5,2,10,9,10
460,0,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,3,3,2,1,11,10,11
461,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,2,0,13,12,14
462,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,2,1,2,0,13,14,14
463,0,0,2,2,1,1,1,3,0,0,0,0,0,0,0,0,4,3,5,2,14,11,12
464,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,4,4,5,6,11,11,11
465,0,0,1,2,1,1,1,2,1,0,0,0,0,0,0,0,4,4,5,9,9,8,8
466,0,0,3,1,1,3,2,1,0,0,0,0,0,0,0,0,2,3,4,0,10,9,11
467,0,0,2,2,1,3,3,2,0,0,0,0,0,0,0,0,3,4,2,1,14,13,14
468,0,0,2,2,4,1,3,1,0,0,0,0,0,0,0,0,3,3,4,1,13,12,13
469,0,0,4,4,1,2,1,2,0,0,0,0,0,0,0,0,3,1,3,0,13,12,13
470,0,0,3,3,3,1,1,2,0,0,0,0,0,0,0,0,5,4,1,4,13,12,12
471,0,0,2,2,0,1,2,2,1,0,0,0,0,0,0,0,4,4,5,2,12,11,12
472,0,0,2,2,1,1,3,1,0,0,0,0,0,0,0,0,3,2,4,0,14,14,16
473,0,0,2,1,0,3,2,1,0,0,0,0,0,0,0,0,4,3,4,4,10,8,10
474,0,0,1,3,0,1,3,1,0,0,0,0,0,0,0,0,2,4,3,2,10,11,11
475,0,0,2,2,1,3,2,3,0,0,0,0,0,0,0,0,3,2,4,0,12,13,14
476,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,4,3,5,2,10,8,8
477,0,0,3,3,3,3,2,1,0,0,0,0,0,0,0,0,3,3,3,11,12,10,11
478,0,0,1,1,0,1,2,2,3,0,0,0,0,0,0,0,4,3,1,0,7,7,8
479,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,5,3,5,4,9,9,10
480,0,0,2,3,0,3,1,1,1,0,0,0,0,0,0,0,4,4,2,0,9,9,10
481,0,0,2,1,0,1,3,1,0,0,0,0,0,0,0,0,5,3,3,2,9,10,11
482,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,1,4,0,9,10,9
483,0,0,2,2,1,1,3,2,0,0,0,0,0,0,0,0,4,5,1,1,9,10,11
484,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,3,4,1,6,7,7,8
485,0,0,2,2,0,1,2,2,0,0,0,0,0,0,0,0,3,5,4,0,11,10,11
486,0,0,2,2,1,3,1,1,1,0,0,0,0,0,0,0,4,3,3,1,9,10,10
487,0,0,3,2,1,1,2,3,2,0,0,0,0,0,0,0,3,2,2,6,7,9,10
488,0,0,1,1,0,3,1,3,1,0,0,0,0,0,0,0,3,1,3,6,7,9,9
489,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,4,3,4,0,8,9,10
490,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,2,3,2,4,9,11,10
491,0,0,1,1,1,1,2,2,1,0,0,0,0,0,0,0,1,4,1,12,7,8,9
492,0,0,2,2,4,1,1,2,0,0,0,0,0,0,0,0,3,2,3,2,8,10,10
493,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,4,4,5,5,9,9,10
494,0,0,1,2,0,1,1,2,0,0,0,0,0,0,0,0,4,5,3,0,8,9,9
495,0,0,3,3,1,1,1,1,0,0,0,0,0,0,0,0,5,4,4,0,14,13,13
496,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,4,4,4,2,14,14,14
497,0,0,3,3,3,0,2,4,1,0,0,0,0,0,0,0,4,5,5,0,10,11,10
498,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,3,3,1,0,14,13,14
499,0,0,2,2,3,1,1,1,0,0,0,0,0,0,0,0,2,5,5,0,17,16,16
500,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,3,5,1,12,6,7,7
501,0,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,2,5,5,8,14,12,13
502,0,0,2,2,3,3,3,4,1,0,0,0,0,0,0,0,3,5,3,2,10,8,9
503,0,0,1,1,1,1,1,4,0,0,0,0,0,0,0,0,2,1,5,0,14,14,14
504,0,0,2,2,1,1,1,3,0,0,0,0,0,0,0,0,4,5,1,0,12,13,13
505,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,4,5,5,0,11,11,11
506,0,0,3,3,0,3,2,2,1,0,0,0,0,0,0,0,3,4,3,8,11,9,10
507,0,0,1,1,1,3,1,3,0,0,0,0,0,0,0,0,3,3,3,0,11,11,10
508,0,0,2,2,1,1,3,1,1,0,0,0,0,0,0,0,4,5,5,0,10,9,9
509,0,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,3,2,1,0,16,17,18
510,0,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,3,2,1,0,15,17,17
511,0,0,1,0,1,1,2,2,0,0,0,0,0,0,0,0,4,5,4,1,11,9,10
512,0,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,3,2,5,9,7,7,7
513,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,1,0,8,6,8
514,0,0,3,2,3,0,1,1,0,0,0,0,0,0,0,0,1,3,3,2,7,6,7
515,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,3,5,3,8,9,8,10
516,0,0,4,4,4,2,1,2,0,0,0,0,0,0,0,0,3,3,2,0,14,16,16
517,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,0,4,5,2,0,14,14,15
518,0,0,2,4,1,3,1,2,1,0,0,0,0,0,0,0,3,2,1,8,8,5,8
519,0,0,2,1,1,3,2,2,0,0,0,0,0,0,0,0,2,1,2,0,8,7,0
520,0,0,1,1,0,1,3,2,0,0,0,0,0,0,0,0,3,2,5,6,6,8,8
521,0,0,2,3,0,3,2,2,0,0,0,0,0,0,0,0,3,3,2,0,8,10,10
522,0,0,4,4,4,4,1,2,0,0,0,0,0,0,0,0,3,4,3,4,8,8,8
523,0,0,4,4,0,4,1,4,0,0,0,0,0,0,0,0,5,5,5,2,5,6,6
524,0,0,3,4,0,1,3,2,0,0,0,0,0,0,0,0,2,1,2,2,7,9,8
525,0,0,4,4,1,3,1,3,0,0,0,0,0,0,0,0,4,3,5,0,15,14,16
526,0,0,4,1,1,1,1,1,0,0,0,0,0,0,0,0,2,3,5,1,13,14,14
527,0,0,2,2,3,3,4,3,0,0,0,0,0,0,0,0,1,3,3,0,10,9,10
528,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,1,3,5,5,9,9,9
529,0,0,4,4,3,3,2,1,0,0,0,0,0,0,0,0,1,3,5,1,11,11,11
530,0,0,3,3,3,3,1,1,0,0,0,0,0,0,0,0,1,4,3,8,7,10,9
531,0,0,1,1,0,3,3,2,0,0,0,0,0,0,0,0,1,3,1,0,10,10,10
532,0,0,2,1,4,3,2,2,0,0,0,0,0,0,0,0,2,2,5,2,9,7,8
533,0,0,2,1,1,3,1,2,0,0,0,0,0,0,0,0,2,2,3,0,14,15,16
534,0,0,4,4,2,4,1,1,0,0,0,0,0,0,0,0,1,2,5,0,11,12,12
535,0,0,1,2,1,3,3,2,0,0,0,0,0,0,0,0,5,5,5,11,9,11,10
536,0,0,2,2,1,1,3,4,0,0,0,0,0,0,0,0,4,5,5,8,13,14,14
537,0,0,2,1,3,3,1,1,0,0,0,0,0,0,0,0,3,3,5,11,12,13,12
538,0,0,2,2,1,1,1,3,0,0,0,0,0,0,0,0,3,3,5,2,11,11,11
539,0,0,4,1,1,1,2,2,0,0,0,0,0,0,0,0,2,4,1,8,9,10,10
540,0,0,3,2,0,1,2,1,0,0,0,0,0,0,0,0,3,3,1,5,9,11,11
541,0,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,1,3,5,0,11,9,11
542,0,0,4,4,2,3,2,3,0,0,0,0,0,0,0,0,3,5,5,1,10,11,12
543,0,0,4,4,4,1,3,1,3,0,0,0,0,0,0,0,3,3,5,2,9,9,8
544,0,0,1,3,1,1,2,1,0,0,0,0,0,0,0,0,1,2,5,2,12,11,12
545,0,0,3,4,3,1,1,2,1,0,0,0,0,0,0,0,4,4,5,8,8,9,8
546,0,0,4,4,4,4,1,2,0,0,0,0,0,0,0,0,2,5,5,0,13,15,16
547,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,10,11,11
548,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,5,5,3,2,11,10,11
549,0,0,4,2,1,1,2,2,0,0,0,0,0,0,0,0,3,3,5,0,17,18,18
550,0,0,2,2,1,3,2,2,0,0,0,0,0,0,0,0,1,2,5,0,12,13,13
551,0,0,3,2,1,1,2,2,0,0,0,0,0,0,0,0,1,2,1,0,13,14,13
552,0,0,1,1,1,1,1,2,2,0,0,0,0,0,0,0,4,3,4,2,9,9,10
553,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,5,4,11,11,12
554,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,5,5,4,3,10,11,10
555,0,0,1,2,1,1,1,3,0,0,0,0,0,0,0,0,3,4,3,5,13,14,13
556,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,4,4,5,4,9,10,11
557,0,0,3,1,1,1,2,2,3,0,0,0,0,0,0,0,4,4,5,2,7,9,10
558,0,0,2,2,1,1,2,1,0,0,0,0,0,0,0,0,5,5,5,0,8,13,10
559,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,0,3,2,4,0,12,12,13
560,0,0,1,1,1,3,2,1,0,0,0,0,0,0,0,0,5,5,2,0,10,9,10
561,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,3,3,5,6,10,9,10
562,0,0,2,2,1,3,1,2,0,0,0,0,0,0,0,0,4,3,1,0,11,13,12
563,0,0,2,2,1,1,1,1,1,0,0,0,0,0,0,0,2,1,5,0,7,0,0
564,0,0,3,2,3,1,2,1,0,0,0,0,0,0,0,0,5,5,5,2,11,9,10
565,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,5,5,5,0,10,10,9
566,0,0,1,1,3,1,2,1,1,0,0,0,0,0,0,0,3,3,5,2,9,7,9
567,0,0,3,2,3,1,1,1,1,0,0,0,0,0,0,0,3,1,5,0,4,0,0
568,0,0,3,2,0,3,2,1,3,0,0,0,0,0,0,0,2,1,3,4,6,11,9
569,0,0,3,3,0,0,1,2,2,0,0,0,0,0,0,0,4,5,3,9,4,8,8
570,0,0,2,2,3,3,2,1,0,0,0,0,0,0,0,0,4,3,4,6,7,8,8
571,0,0,2,1,0,1,2,1,3,0,0,0,0,0,0,0,4,3,5,4,8,9,9
572,0,0,3,2,3,0,2,2,2,0,0,0,0,0,0,0,5,5,1,8,5,5,7
573,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3,2,5,9,7,9,10
574,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,4,3,4,12,8,11,10
575,0,0,4,3,3,3,1,1,0,0,0,0,0,0,0,0,4,4,2,8,10,11,10
576,0,0,3,2,1,1,2,1,0,0,0,0,0,0,0,0,5,5,5,8,9,10,11
